rnum,productGb,prdlstReportNo,prdlstNm,prdkind,prdkindstate,capacity,manufacture,seller,rawmtrl,allergy,nutrient,barcode,imgurl1,imgurl2
500,식품,20150445222106,양념치킨소스(신),소스류,살균제품,2kg,㈜신세계푸드 음성공장/충북 음성군 원남면 원남산단로 128-14,알수없음,"물엿, 기타설탕(원당, 카라멜색소), 토마토케첩[토마토페이스트(외국산), 액상과당, 발효식초, 정제소금(국산), 백설탕], 정제수, 혼합간장[탈지대두(인도산), 정제소금(국산), 양조간장, 액상과당, 효소처리스테비아], 고추장[물엿, 소맥분(밀:미국산, 호주산), 고추양념(중국산), 밀쌀, 정제소금], 양파, 발효식초, 마늘, 변성전분, 고춧가루, 정제소금, L-글루탐산나트륨(향미증진제), 흑후추, 파프리카추출색소, 잔탄검","대두, 밀, 토마토 함유",알수없음,8809429238580,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222106/20150445222106-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/20150445222106/20150445222106-2.jpg
501,식품,201504452221,피코크정갈한홍합미역국,즉석조리식품,알수없음,500g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / (043)870-3100,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가) (02)-380-5678,"정제수,건홍합(홍합100%,국내산)3%,다시마엑기스{다시마농축액[건다시마(국산),정제소금(국산)],정제소금[국산]},건미역(건미역100%,국내산)1.3%,육수베이스,조선간장,마늘,730B1,들기름,사골엑기스,조개농축액,홍합조미분말{홍합추출물[건홍합(중국산)],혼합간장[아미노산간장1호(탈지대두:인도산),양조간장-HO(탈지대두:인도산)]}0.22%,구운소금[천일염100%(국내산)]0.1%,L-글루타민산나트륨(향미증진제),후추","조개류(홍합,바지락),밀,대두,쇠고기함유","1회 제공량 (500g)/ 총 1회 제공량(500g) 1회 제공량당 함량 *%영양소 기준치 : 열량 107kcal, 탄수화물 5.4g 2%, 당류 0g, 단백질 12.5g 23%, 지방 3.3g 6%, 포화지방 0.6g 4%, 트랜스지방 0g, 콜레스테롤 13.4mg 4%, 나트륨 1,453mg 73% *%영양소 기준치 : 1일 영양소 기준치에 대한 비율",8809192913790,http://www.haccp.or.kr/fresh/prdimg/2015/201504452221/201504452221-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504452221/201504452221-2.jpg
505,식품,2015044511121,빅구슬아이스 복숭아 앤 키위,빙과,알수없음,62ml(75kcal),㈜동학식품_충청북도 음성군 원남면 원남산단1길 31-23,㈜동학식품_충청북도 음성군 원남면 원남산단1길 31-23,"물,설탕,기타과당,덱스트린,물엿,야자경화유,복숭아농축과즙액0.72%(고형분함량65%),혼합제제Ⅰ(셀룰로스검,구아검,카라기난,폴리인산나트륨),혼합제제Ⅱ(유화제셀룰로스검,구아검,카라기난),구연산,비트레드,치자황색소코치닐색소,홍화황색소 스피룰리나색소,합성향료(복숭아향, 키위향)",복숭아,"총 내용량 62ml 75kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨30mg 2%, 탄수화물15g 5%, 당류14g 14%, 지방08g 1%, 트랜스지방0g, 포화지방0.6g 4%, 콜레스테롤0mg 0%, 단백질0g 0%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로개인의 필요 열량에 따라 다를수있습니다.",8809072598208,http://www.haccp.or.kr/fresh/prdimg/2015/2015044511121/2015044511121-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015044511121/2015044511121-2.jpg
507,식품,201504441495,다시마양조간장,양조간장,알수없음,1L,농업회사법인㈜애간장_충청북도 괴산군 괴산읍 자연식품 1길 38,_,"정제수,대두(국산),소맥(우리밀:국산),천일염(국산),올리고당(우리밀:국산),주정,유기농황설탕2%,감초달인액[감초(국산)],다시마우린육수[다시마(국산),천일염(국산)],효모식품,종국","대두,밀",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/2015/201504441495/201504441495-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504441495/201504441495-2.jpg
508,식품,201504441494,자연드림 우리밀고추장,고추장,알수없음,14kg,농업회사법인 (주)애간장_충청북도 괴산군 괴산읍 자연식품1길 38,_,"올리고당28%,정제수,소맥분(우리밀:국산),고춧가루(고추:국산)11.31%,밀쌀(국산),주정,마늘,양파,종국",밀,알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/2015/201504441494/201504441494-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504441494/201504441494-2.jpg
509,식품,2015044414935,두번달인알콩달콩양조간장,양조간장,알수없음,1L,종업회사법인㈜애간장_충청북도 괴산군 괴산읍 자연식품 1길 38,_,"정제수,대두(국산),소맥(우리밀:국산),천일염(국산)주정,종국","대두,밀",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/2015/2015044414935/2015044414935-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015044414935/2015044414935-2.jpg
515,식품,201504390323,통밀 또띠아,빵류,알수없음,150g,이든또르띠아/충북보은군내북면남부로6377,알수없음,"통밀가루59.5%(밀:미국산,호주산),정제수,식물성유지6.4%(외국산:아르헨티나산,미국산,브라질산),혼합제제(탄산수소나트륨,글루코노델타락톤,전분),효모,레시틴,유카추출물,정제소금(국산)","밀,대두함유","1회 제공량(25g)/총 6회 제공량(150g) *%영양성분기준치 : 1일 영양성분 기준치에 대한 비율  1회 제공량당 함량 *%영양소 기준치 : 열량 65kcal, 탄수화물 12g 4%, 식이섬유 2g 8%, 당류 0g, 단백질 2g 4%, 지방 1.5g 3%, 포화지방 0g 0%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 80mg 4% 비타민A 0㎍RE 0%, 비타민C 0mg 0%, 칼슘 0mg 0%, 철 0.3mg 3%",알수없음,http://www.haccp.or.kr/fresh/prdimg/2015/201504390323/201504390323-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504390323/201504390323-2.jpg
516,식품,201504390322,우유 또띠아,빵류,알수없음,225g,이든또르띠아/충북보은군내북면남부로6377,풀무원식품㈜/충북음성군대소면삼양로730-27,"또띠아전용분-피[밀가루(밀:미국산,호주산),백설탕,콩분말(백태:국내산),정제소금(국내산),산도조절제],정제수,우유11.8%(국산),식물성유지6.5%(외국산:아르헨티나산,미국산,브라질산),효모,유카추출물,레시틴","밀,대두,우유함유","1회 제공량(45g)/ 총 5회 제공량(225g) 1회 제공량당 함량 *%영양성분 기준치 : 열량 130kcal, 탄수화물 24g 7%, 식이섬유 1g 4%, 당류 1g미만, 단백질 4g 7%, 지방 2g 4%, 포화지방 0g 0%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 220mg 11% 비타민A 0㎍RE 0%, 비타민C 0mg 0%, 칼슘 15mg 2%, 철 0.3mg 2%",알수없음,http://www.haccp.or.kr/fresh/prdimg/2015/201504390322/201504390322-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504390322/201504390322-2.jpg
517,식품,2015043357218,자연재료 얼큰한 육수만들기,기타수산물가공품,건조상태,,농업회사법인 주식회사 날파람,,"멸치,다시마,건무,새우,건청양고추","조개류(전복,굴,홍합,기조개,바지락),게,새우",,,http://www.haccp.or.kr/fresh/prdimg/2015/2015043357218/2015043357218-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015043357218/2015043357218-2.jpg
518,식품,2015043357217,자연재료 육수만들기 6종,기타수산물가공품,건조상태,,농업회사법인 주식회사 날파람,,"멸치,다시마,건무,건대파,새우,건마늘슬라이스","조개류(전복,굴,홍합,기조개,바지락),게,새우",,,http://www.haccp.or.kr/fresh/prdimg/2015/2015043357217/2015043357217-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015043357217/2015043357217-2.jpg
519,식품,2015043357216,자연재료 육수만들기 8종,기타수산물가공품,건조상태,,농업회사법인 주식회사 날파람,,"멸치,밴댕이,다시마,황태,새우,파뿌리,건무,건마늘슬라이스","조개류(전복,굴,홍합,기조개,바지락),게,새우",,,http://www.haccp.or.kr/fresh/prdimg/2015/2015043357216/2015043357216-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015043357216/2015043357216-2.jpg
521,축산물,201504050328,올계 유기농 간장닭갈비,양념육,알수없음,180g,영농조합법인 태연유기농축산/충북 제천시 대학로155,㈜올계 농업회사법인/충북 제천시 내제로 151,"유기농닭고기(국내산)80%,간장데리야끼소스[유기농간장(대두:국산/유기),유기농황설탕(유기농사탕수수:브라질),양파(국산/유기),마늘(국산/유기),유기농프락토올리고당(유기농설탕100%)]","닭고기,대두,밀 함유",알수없음,8809031026445,http://www.haccp.or.kr/fresh/prdimg/2015/201504050328/201504050328-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504050328/201504050328-2.jpg
522,축산물,201504050325,올계 유기농 닭볶음탕,양념육,알수없음,900g,영농조합법인 태연 유기농축산/충북 제천시 대학로 155,㈜올계농업회사법인/충북 제천시 내제로 151,"유기농닭고기(국내산)80%,닭볶음탕소스[유기농프락토올리고당(유기농설탕(100%),유기농고추장(유기농고춧가루20%:국산/유기),유기농황설탕(유기농사탕수수:브라질/유기),유기농간장(대두:국산/유기),유기농고춧가루(건고추100%:국산/유기)]","닭고기,대두,밀 함유",알수없음,8809031026469,http://www.haccp.or.kr/fresh/prdimg/2015/201504050325/201504050325-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504050325/201504050325-2.jpg
523,축산물,201504050324,올계 유기농 고추장 닭갈비,양념육,알수없음,400g,영농조합법인 태연 유기농축산/충북 제천시 대학로 155,㈜올계농업회사법인/충북 제천시 내제로 151,"유기농닭고기(국내산)80%,고추장닭갈비소스[유기농프락토올리고당(유기농설탕100%),유기농황설탕(유기농사탕수수100%:브라질),유기고추장(유기농고춧가루20%:국산/유기),유기간장(대두:국산/유기),유기농고춧가루(건고추100%:국산/유기)","닭고기,대두 함유",알수없음,8809031026391,http://www.haccp.or.kr/fresh/prdimg/2015/201504050324/201504050324-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504050324/201504050324-2.jpg
524,축산물,201504050323,올계 유기농 간장닭날개구이,양념육,알수없음,180g,영농조합법인 태연유기농축산/충북 제천시 대학로155,㈜올계 농업회사법인/충북 제천시 내제로 151,"유기농닭고기(국내산)80%,간장데리야끼소스[유기농간장(대두:국산/유기),유기농황설탕(유기농사탕수수:브라질),양파(국산/유기),마늘(국산/유기),유기농프락토올리고당(유기농설탕100%)]","닭고기,대두,밀 함유",알수없음,8809031026452,http://www.haccp.or.kr/fresh/prdimg/2015/201504050323/201504050323-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504050323/201504050323-2.jpg
525,축산물,2015040502765,진한 육개장,혼합식육추출가공품,살균제품,500g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / 02)3397-6113,㈜이마트/ 서울특별시 성동구 뚝섬로 377(성수동2가) / 02)380-5678,"정제수,사골모둠뼈육수20[우사골(호주산)14.7%,우모둠뼈(호주산)14.7%],우사태(호주산)10%,숙주나물:외국산(중국·미얀마·호주 등),고사리,무,볶음양념다대기,대파,느타리버섯,730-B1,사골엑기스SH0.8%(사골33%),쇠고기분말NM,사골농축엑기스,다시마엑기스S,간장분말-에이취비,무우엑기스,아지파루스비에프,흑후추,천일염0.01%,향미증진제","대두,밀,쇠고기,조개류(굴)함유","총 내용량 500g 190kcal 총내용량당 1일 영양성분 기준치에 대한 비율 나트륨 1,850mg 93%, 탄수화물 16g 5%, 당류 3g 3%, 지방 6g 11%, 트랜스지방 0g, 포화지방 1.6g 11%, 콜레스테롤 11mg 4%,단백질 18g 33% 1일 영양성분 기준치에 대한 비율(%)은 2.000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809192912786,http://www.haccp.or.kr/fresh/prdimg/2015/2015040502765/2015040502765-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015040502765/2015040502765-2.jpg
526,축산물,201504050276,너비아니,분쇄가공육제품,가열해서 섭취하는 냉동식품/비살균제품,550g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / 02)3397-6113,㈜이마트/ 서울특별시 성동구 뚝섬로 377(성수동2가) / 02)380-5678,"돼지고기(국내산)74.44%,백설탕,정제수,너비아니양념장[혼합간장{탈지대두(외국산)},배퓨레{배(국산)}],마늘(중국산),조직대두단백,대파,혼합제제(변성전분,말토덱스트린),건빵가루,비타셀,카라멜색소,참기름,배퓨레,혼합제제(폴리인사나트륨,피로인산나트륨),정제소금,그릴린GB,양조간장,향미증진제,스모크후레바,후추분,생강가루,청양고추엑기스,치자적색소,카라기난","대두,밀,돼지고기 함유","총 내용량 550g 100g당 253kcal 100g당 1일 영양성분 기준치에 대한 비율 나트륨 457mg 23%, 탄수화물 11g 3%, 당류 8g 8%, 지방 17g 31%, 트랜스지방 0g, 포화지방 6g 40%, 콜레스테롤 43mg 14%,단백질 14g 25% 1일 영양성분 기준치에 대한 비율(%)은 2.000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809192916173,http://www.haccp.or.kr/fresh/prdimg/2015/201504050276/201504050276-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504050276/201504050276-2.jpg
527,축산물,201504050275,떡갈비,분쇄가공육제품,가열해서 섭취하는 냉동식품/비살균제품,450g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / 02)3397-6113,㈜이마트/ 서울특별시 성동구 뚝섬로 377(성수동2가) / 02)380-5678,"돼지갈비살(국내산)42.88%,돼지고기(국내산)22.67%,소고기(국내산55%,호주산45%)15.34%,백설탕,마늘,대파,혼합제제(변성전분,말토덱스트린),참기름,양조간장,비타셀,배퓨레,물엿,그릴린GB,카라멜색소,정제소금,혼합제제(폴리인산나트륨,피로인산나트륨),향미증진제,양파,스모크후레바,후추분,생강가루,청양고추엑기스,치자적색소,키라기난","대두,밀,돼지고기,쇠고기 함유","총 내용량 450g 100g당 299kcal 100g당 1일 영양성분 기준치에 대한 비율 나트륨 481mg 24%, 탄수화물 10g 3%, 당류 9g 9%, 지방 23g 43%, 트랜스지방 0g, 포화지방 8g 53%, 콜레스테롤 58mg 19%,단백질 13g 24% 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8809429236999,http://www.haccp.or.kr/fresh/prdimg/2015/201504050275/201504050275-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/201504050275/201504050275-2.jpg
528,축산물,2015040502736,죽순떡갈비,분쇄가공육제품,비살균제품/가열하여 섭취하는 냉동식품,450g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14,알수없음,"돼지고기(국내산)70.07%(돼지갈비살32.35%),죽순(국내산,담양)9.20%,백설탕,정제수,너비어니양념장[탈지대두:외국산(인도,미국,중국등)},배퓨레{배(국산)}],혼합제제(변성전분,말토덱스트린),조직대두단백,마늘,대파,곡류가공품,참기름,카라멜색소,정제소금,복합조미식품,소스류,복합조미식품2,양조간장,혼합제제(산도조절제),청양고추엑기스,흑후추,생강가루","돼지고기,쇠고기,대두,밀 함유","총 내용량 450g 100g당 205kcal 100g당 1일 영양성분 기준치에 대한 비율  나트륨 400mg 20%, 탄수화물 13g 4%, 당류 7g, 지방 11g 22%, 트랜스지방 0g, 포화지방 2.7g 18%, 콜레스테롤 5mg 2%,단백질 14g 25% 1일 영양성분 기준치에 대한 비율(%)은 2.000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.
",8809486795392,http://www.haccp.or.kr/fresh/prdimg/2015/2015040502736/2015040502736-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015040502736/2015040502736-2.jpg
529,축산물,2015040502727,한우100%곰탕,식육추출가공품,살균제품,500g,㈜신세계푸드 음성공장/충청북도 음성군 원남면 원남산단로 128-14 / 02)3397-6113,㈜이마트/ 서울특별시 성동구 뚝섬로 377(성수동2가) / 02)380-5678,"한우뼈육수100%[한우모둠뼈(국산)13.75%,한우사골(국산)5%,한우꼬리반골(국산)1.25%]",쇠고기 함유,"총 내용량 500g 87kcal 총내용량당 1일 영양성분 기준치에 대한 비율 나트륨 94mg 5%, 탄수화물 0g 0%, 당류 0g 0%,콜레스테롤 7mg 2%, 지방 2.6g 5%, 트랜스지방 0g, 포화지방 1.2g 8%, 단백질 16g 29% 1일 영양성분 기준치에 대한 비율(%)은 2.000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",2500000032684,http://www.haccp.or.kr/fresh/prdimg/2015/2015040502727/2015040502727-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2015/2015040502727/2015040502727-2.jpg
